position COMBINED_rate(cM/Mb) Genetic_Map(cM)
21755923 0.1414216506 18.8378991210
21755931 0.2119505451 18.8379002524
21757105 0.2119505451 18.8381490823
21758810 0.2373394225 18.8385104580
21759084 0.2602725752 18.8385754890
21759224 0.2809723546 18.8386119272
21760410 0.2860909859 18.8389451604
21761090 0.2892538052 18.8391397023
21761380 0.2910846606 18.8392235859
21761737 0.2923740933 18.8393275031
21761763 0.2953199929 18.8393351048
21761856 0.2909657342 18.8393625696
21763266 0.2062105493 18.8397728313
21763804 0.1085718047 18.8398837725
21764327 0.1085718047 18.8399405556
21765151 0.1051191235 18.8400300188
21765655 0.1047668961 18.8400829988
21766424 0.1047452934 18.8401635645
21767006 0.1243122938 18.8402245263
21767271 1.2656024058 18.8402574691
21767798 1.2680237078 18.8409244415
21768191 0.1170487217 18.8414227748
21769096 0.1356300091 18.8415287039
21769530 0.1598044482 18.8415875674
21769756 0.1565578660 18.8416236832
21770099 0.1713302101 18.8416773825
21772916 0.1450550488 18.8421600197
21773909 0.1347332392 18.8423040594
21774067 0.1269096693 18.8423253472
21774796 0.1241717140 18.8424178644
21775083 0.1215588400 18.8424535017
21776386 0.1176109657 18.8426118928
21779955 0.1175174232 18.8430316464
21781236 0.7286642937 18.8431821862
21781775 2.2461872170 18.8435749362
21782431 2.2484417907 18.8450484351
21783567 2.2482861469 18.8476026649
21784722 1.2824924491 18.8501994354
21784881 0.1922440317 18.8504033517
21785366 0.1793087866 18.8504965901
21786696 0.1800204244 18.8507350708
21787098 0.1811728449 18.8508074390
21787486 0.1813777492 18.8508777340
21788577 0.1815428527 18.8510756172
21789863 1.2027705252 18.8513090813
21790939 0.3436208935 18.8526032624
21791003 0.1756071781 18.8526252541
21791425 0.1756126696 18.8526993603
21791723 0.1756261174 18.8527516929
21793053 0.1756008635 18.8529852756
21793084 0.1755996258 18.8529907193
21793183 0.1756290299 18.8530081036
21794457 0.1755167013 18.8532318550
21794754 0.1754661248 18.8532839835
21794810 0.1754382421 18.8532938096
21796031 0.1744475451 18.8535080197
21797080 0.1741255702 18.8536910151
21797804 0.1741300321 18.8538170821
21797946 0.1744857201 18.8538418085
21798024 0.1746006902 18.8538554184
21798468 0.1764971851 18.8539329411
21799181 1.2490035000 18.8540587836
21799267 1.5169420882 18.8541661979
21799433 0.8054809590 18.8544180103
21799438 0.0955759869 18.8544220377
21799918 0.0767391354 18.8544679142
21800090 0.0666070320 18.8544811133
21801533 0.0557463173 18.8545772273
21802954 0.0559726116 18.8546564428
21803060 0.0561455212 18.8546623759
21803231 0.0563627566 18.8546719768
21803862 0.0565058237 18.8547075417
21804085 0.0570531473 18.8547201424
21805067 0.0570531473 18.8547761686
21805762 0.0583359451 18.8548158206
21807970 0.0613591702 18.8549446263
21808150 0.0637745243 18.8549556710
21810962 0.0649016921 18.8551350050
21812460 0.0655959495 18.8552322277
21812718 0.3996396920 18.8552491514
21812744 1.1209536121 18.8552595421
21812962 1.1208475248 18.8555039100
21813769 0.3198889202 18.8564084339
21814254 0.3214695452 18.8565635800
21816678 0.4601373424 18.8573428222
21817701 2.6721925260 18.8578135427
21819042 5.6043586554 18.8613969529
21820335 0.0243735391 18.8686433886
21820990 0.0239722315 18.8686593533
21821000 0.0235743901 18.8686595930
21821644 0.0235884780 18.8686747749
21822082 0.0220095766 18.8686851067
21822236 0.0213270935 18.8686884962
21823134 0.0213715900 18.8687076479
21824255 0.0213370254 18.8687316055
21824904 0.1256889632 18.8687454532
21825676 0.5935140160 18.8688424851
21826545 0.0686824155 18.8693582487
21827674 0.0365899733 18.8694357912
21827998 0.0224252929 18.8694476463
21830553 0.0223668514 18.8695049430
21831286 0.6264915808 18.8695213379
21832478 0.0132083616 18.8702681158
21832708 0.0104655756 18.8702711538
21832987 6.0168602407 18.8702740736
21833121 6.1862037896 18.8710803329
21833170 0.0517081537 18.8713834569
21833205 0.0404304104 18.8713852667
21833266 0.0397404034 18.8713877329
21833319 0.0397160350 18.8713898392
21833651 0.0428111829 18.8714030249
21833707 0.0428086682 18.8714054223
21833756 17.4540695277 18.8714075200
21833819 0.0364591540 18.8725071263
21834405 0.0054471405 18.8725284914
21834658 0.0049630577 18.8725298695
21834862 0.0049630577 18.8725308820
21834916 0.0049630577 18.8725311500
21834959 0.0047799532 18.8725313634
21835804 0.0048992738 18.8725354025
21835934 0.3545042787 18.8725360394
21835952 1.4524458759 18.8725424205
21836759 1.4524458759 18.8737145443
21836826 0.9481143956 18.8738118582
21837053 0.1453388146 18.8740270801
21837878 0.1330853207 18.8741469846
21839817 0.1505625233 18.8744050371
21840644 0.2437274936 18.8745295523
21840804 0.3717469674 18.8745685487
21840833 0.4888665435 18.8745793293
21841200 0.7816395794 18.8747587434
21841630 0.9824527418 18.8750948484
21842260 0.8555337407 18.8757137936
21842554 0.7160216077 18.8759653205
21842619 0.6074455345 18.8760118619
21842758 3.2150629435 18.8760962969
21843128 0.2111151011 18.8772858702
21843523 0.1715617141 18.8773692606
21846797 0.1721872610 18.8779309537
21849046 0.1736561693 18.8783182028
21849131 0.1724099943 18.8783329636
21851094 0.1706244843 18.8786714044
21855082 0.0433071229 18.8793518549
21856643 0.0433071229 18.8794194573
21858379 0.0266645505 18.8794946384
21859395 0.0215903165 18.8795217296
21859518 0.0158560977 18.8795243852
21860168 0.0142707965 18.8795346917
21860325 0.0134035528 18.8795369322
21860434 0.0123362360 18.8795383932
21861507 0.0122758905 18.8795516300
21862031 0.0122151990 18.8795580625
21863019 0.0122156037 18.8795701312
21864366 0.0122156037 18.8795865856
21865135 0.0125993481 18.8795959794
21865499 0.0136499926 18.8796005655
21865698 0.0156586458 18.8796032819
21865821 0.0185778061 18.8796052079
21865978 0.0225792045 18.8796081246
21865982 0.0269758388 18.8796082149
21868357 0.4874957474 18.8796722826
21868698 0.4874957474 18.8798385186
21870414 0.7059333464 18.8806750613
21870609 0.8178572189 18.8808127183
21870799 0.8531604299 18.8809681112
21870913 0.8697337501 18.8810653715
21871488 0.9325771254 18.8815654684
21875879 0.6980323594 18.8856604145
21876900 1.4709457352 18.8863731056
21878123 1.4478489737 18.8881720722
21878242 1.4372333283 18.8883443662
21878854 1.4537016740 18.8892239530
21879218 1.7647076262 18.8897531004
21880372 1.5192872775 18.8917895730
21880390 1.3126139693 18.8918169202
21880556 1.2563269326 18.8920348141
21881151 1.2568259969 18.8927823287
21881171 1.2562185441 18.8928074652
21882950 1.2574295425 18.8950422780
21884311 1.2374765947 18.8967536396
21886726 1.2375238478 18.8997421456
21888071 1.3895284925 18.9014066151
21888140 1.5016361763 18.9015024926
21888472 1.1561824626 18.9020010358
21888561 0.8021436349 18.9021039360
21888754 0.4997216054 18.9022587498
21889702 0.4998776109 18.9027324858
21889806 0.4997478803 18.9027844731
21890045 0.4996760106 18.9029039129
21890381 0.4985686341 18.9030718040
21890860 0.4995252884 18.9033106184
21891163 0.4956902935 18.9034619745
21892002 0.4945935646 18.9038778587
21892191 0.4952635261 18.9039713369
21892713 0.5270288323 18.9042298644
21892891 0.6177195694 18.9043236756
21892925 0.7757337648 18.9043446780
21893170 0.6211328665 18.9045347328
21893198 0.4806567351 18.9045521245
21893257 0.4839835563 18.9045804833
21893314 0.4354596360 18.9046080703
21893980 0.4086674423 18.9048980865
21894331 0.3121298046 18.9050415287
21894454 0.2211220122 18.9050799207
21894938 0.2053195940 18.9051869438
21894966 0.1958919367 18.9051926927
21895071 0.1887968101 18.9052132614
21895097 0.1841703140 18.9052181701
21895281 0.1560466547 18.9052520574
21895752 0.1483606288 18.9053255554
21895784 0.1421745291 18.9053303029
21895968 0.1408551038 18.9053564630
21896019 0.0967708837 18.9053636466
21896603 0.0967708837 18.9054201608
21898061 0.0906053130 18.9055612528
21898858 0.0887914638 18.9056334652
21899063 0.0875548245 18.9056516675
21901783 0.0878596559 18.9058898166
21903867 0.3289943629 18.9060729161
21904494 0.5342585628 18.9062791956
21905642 0.6761797201 18.9068925244
21909510 1.1951725729 18.9095079876
21909855 1.3193752679 18.9099203221
21910987 9.0480583655 18.9114138549
21914430 7.4669129694 18.9425663199
21915132 0.6437235871 18.9478080928
21916945 0.5350330760 18.9489751636
21917894 0.4875044284 18.9494829100
21918165 0.4486726106 18.9496150237
21918193 0.4107244679 18.9496275866
21919483 0.4093644850 18.9501574211
21919598 0.4187251921 18.9502044980
21919636 0.4370161095 18.9502204096
21919942 0.4036369705 18.9503541365
21922442 0.0402913459 18.9513632289
21923051 0.0130420549 18.9513877664
21927030 0.0130420549 18.9514396607
21930013 0.0134688869 18.9514785652
21932220 0.1107270380 18.9515082910
21932342 0.2582428910 18.9515217997
21936384 1.2786191072 18.9525656175
21936958 0.0461780391 18.9532995448
21937442 0.0177497459 18.9533218950
21939500 0.0177731606 18.9533584240
21940800 0.0177643334 18.9533815291
21941582 0.0180418760 18.9533954208
21942024 0.0183441693 18.9534033953
21942094 0.0187850770 18.9534046794
21942204 0.0193079207 18.9534067458
21942498 0.0198469717 18.9534124223
21943203 0.0205993894 18.9534264144
21944008 0.0245106124 18.9534429969
21944026 0.0294708158 18.9534434381
21944426 0.1615243421 18.9534552264
21944625 0.1615243421 18.9534873698
21944759 0.2897462823 18.9535090140
21944764 0.4215921287 18.9535104628
21945346 0.4215921287 18.9537558294
21945801 0.3302183921 18.9539476538
21946355 0.1368037770 18.9541305948
21946433 0.0333616752 18.9541412655
21947555 0.0324362815 18.9541786973
21947557 0.0316805104 18.9541787622
21947995 0.0316784622 18.9541926382
21948043 0.0302868053 18.9541941588
21948232 0.0293662135 18.9541998830
21948804 0.0287334520 18.9542166805
21949440 0.0283949634 18.9542349549
21949956 0.0281988202 18.9542496067
21950341 0.0280536648 18.9542604633
21950531 0.0285080470 18.9542657935
21951387 0.9777475650 18.9542901964
21951734 0.2086003013 18.9546294748
21952206 0.1568957499 18.9547279341
21952972 0.0958480804 18.9548481163
21953284 0.0247700134 18.9548780209
21954939 0.0247700134 18.9549190152
21955330 0.0247700134 18.9549287003
21955550 0.0248314555 18.9549341497
21955655 0.0250335490 18.9549367570
21956081 0.0307588670 18.9549474213
21956537 0.1352827159 18.9549614474
21956649 0.2628661327 18.9549765990
21956896 0.4256628189 18.9550415270
21957369 0.6584076287 18.9552428655
21959013 0.6591692281 18.9563252876
21959075 0.6593325494 18.9563661561
21959476 0.6488943588 18.9566305485
21959552 0.6359453951 18.9566798644
21959856 0.6355659552 18.9568731918
21960690 0.6337209079 18.9574032538
21960992 0.6364062236 18.9575946375
21961179 0.6656968031 18.9577136455
21961351 1.2625557327 18.9578281454
21961639 2.0766343595 18.9581917614
21962191 2.0851282468 18.9593380636
21962273 2.0913879146 18.9595090441
21962333 2.2061036142 18.9596345274
21962513 10.0055002991 18.9600316260
21962636 9.9869059954 18.9612623026
21962665 9.3950393326 18.9615519228
21962861 4.2845803966 18.9633933505
21963005 4.0702529914 18.9640103301
21963252 4.0703334911 18.9650156826
21963473 4.0648955892 18.9659152263
21963842 3.4559657294 18.9674151728
21963944 2.9390742486 18.9677676813
21965374 2.6432250743 18.9719705575
21965822 2.2909343001 18.9731547223
21965924 1.6533202879 18.9733883976
21966118 0.2002217577 18.9737091417
21966541 0.0894239130 18.9737938355
21967200 0.0726905031 18.9738527659
21968025 0.0651491125 18.9739127356
21968635 0.0650532743 18.9739524765
21973212 0.5242452249 18.9742502253
21973530 3.0038376561 18.9744169353
21974314 9.2759733879 18.9767719441
21974425 9.3010348906 18.9778015771
21974677 9.1573647104 18.9801454379
21974794 3.3415186892 18.9812168496
21975493 3.3351438293 18.9835525711
21975718 1.1230973682 18.9843029785
21976953 0.3502625441 18.9856900037
21977845 0.3484522162 18.9860024379
21978009 0.3413931105 18.9860595841
21978478 0.3409591168 18.9862196975
21978819 0.3387434246 18.9863359645
21978913 0.3377402198 18.9863678064
21979242 0.3373331965 18.9864789229
21981303 0.3365357074 18.9871741666
21981318 0.3353533941 18.9871792147
21984436 0.3958203339 18.9882248466
21985620 0.5946689909 18.9886934978
21988007 0.9061980373 18.9901129727
21992090 2.4738278486 18.9938129793
21994431 0.6262500348 18.9996042103
21995356 0.4336460404 19.0001834916
21996232 0.4290038327 19.0005633655
21997882 0.8682107063 19.0012712218
21998012 1.5151558547 19.0013840892
22006664 1.2613294623 19.0144932177
22006895 0.8566446288 19.0147845848
22010613 0.6642260077 19.0179695895
22010734 0.4958674129 19.0180499609
22011550 0.4958699450 19.0184545887
22018412 0.4977632160 19.0218572482
22018632 0.4998219867 19.0219667561
22019044 0.5019177008 19.0221726828
22019414 0.5030480490 19.0223583924
22020325 0.5034425803 19.0228166691
22020388 0.5053684739 19.0228483860
22020560 0.5064274070 19.0229353094
22021471 0.5162611573 19.0233966648
22022738 0.5685500841 19.0240507676
22023618 0.7360377100 19.0245510917
22023897 9.6311687164 19.0247564462
22023911 12.6573006020 19.0248912826
22025404 12.6573006020 19.0437886324
22026307 12.6573006020 19.0552181748
22026464 12.6573006020 19.0572053710
22027146 12.6573006020 19.0658376500
22028819 12.6000746016 19.0870133140
22029269 4.6186530977 19.0926833475
22029610 2.5614942734 19.0942583082
22030639 2.7545917385 19.0968940858
22030747 2.7539526864 19.0971915817
22030765 2.8684319196 19.0972411529
22030907 3.0482302757 19.0976484702
22030982 3.6314910084 19.0978770875
22031028 4.5277815140 19.0980441361
22031350 4.8117152924 19.0995020817
22031395 4.4712870991 19.0997186089
22031763 3.6543449209 19.1013640426
22031804 3.2288521876 19.1015138707
22032130 3.2696351198 19.1025664765
22032185 3.3730563161 19.1027463065
22032278 3.7859728046 19.1030600007
22032548 3.7859728046 19.1040822134
22032838 3.7855707669 19.1051801455
22034189 3.0207466201 19.1102944516
22036487 2.8304262362 19.1172361273
22038020 1.8641385612 19.1215751707
22038125 1.5093016275 19.1217709053
22038291 0.8296116293 19.1220214493
22038833 0.6586708729 19.1224710988
22040013 0.6583735788 19.1232483305
22040483 4.2293906909 19.1235577661
22041071 4.2294223682 19.1260446478
22042520 40.8670648912 19.1321730808
22045595 40.8670648912 19.2578393053
22046212 40.8670648912 19.2830542844
22046213 40.8670648912 19.2830951514
22047005 40.8670648912 19.3154618668
22047513 40.8670648912 19.3362223358
22047556 40.7769789053 19.3379796196
22047650 36.9440092763 19.3418126556
22047854 31.0971972299 19.3493492335
22047987 21.6665067818 19.3534851607
22048276 21.1150173700 19.3597467812
22049141 1.5250643344 19.3780112712
22049206 1.5242016805 19.3781104004
22050211 2.9510541043 19.3796422231
22050269 3.5292678645 19.3798133842
22050420 3.5260313508 19.3803463037
22050584 3.5285072060 19.3809245728
22050631 3.5294686944 19.3810904127
22050661 3.5297440743 19.3811962967
22050693 3.5308909775 19.3813092485
22050823 2.2050344859 19.3817682644
22051020 1.2222748429 19.3822026561
22053721 1.0796741628 19.3855040205
22054688 1.0289826042 19.3865480654
22055790 1.0262194633 19.3876820042
22059127 1.0212697362 19.3911064986
22059698 1.0188102507 19.3916896436
22061801 1.0170415109 19.3938322016
22062615 1.0070333433 19.3946600734
22064930 1.0030609834 19.3969913555
22068649 1.0040961252 19.4007217393
22069533 1.0036365834 19.4016093603
22072105 0.9923546022 19.4041907136
22072709 0.9681189859 19.4047900958
22073499 0.9621434514 19.4055549098
22074477 0.9570213231 19.4064958861
22074699 0.9465740173 19.4067083448
22076352 0.3908876995 19.4082730317
22080860 0.3944553337 19.4100351534
22082398 0.3955931967 19.4106418257
22083059 0.4094887285 19.4109033128
22083105 0.4089910807 19.4109221493
22083237 0.4242578170 19.4109761361
22083250 0.4445942920 19.4109816515
22084578 1.0460755068 19.4115720727
22086423 1.1102892675 19.4135020820
22086710 1.1386938313 19.4138207350
22086971 1.1514120983 19.4141179341
22087078 1.1591944627 19.4142411352
22087434 1.1537778046 19.4146538084
22087570 1.1427430801 19.4148107222
22087964 1.1398285575 19.4152609630
22089113 1.1398031291 19.4165706260
22089573 1.1435483042 19.4170949355
22090129 1.3443785202 19.4177307483
22090139 1.5751073789 19.4177441921
22091120 2.7098393380 19.4192893724
22091236 3.1345830623 19.4196037138
22091356 3.1787229955 19.4199798638
22091524 3.1750195275 19.4205138892
22091660 3.1754992186 19.4209456919
22092221 3.1784071786 19.4227271469
22092236 3.1826426005 19.4227748231
22092264 3.1839146061 19.4228639370
22092292 3.1880655637 19.4229530867
22092646 3.1868320119 19.4240816619
22092667 3.1859120493 19.4241485853
22092710 3.1859007270 19.4242855796
22093110 3.1705601441 19.4255599398
22093114 3.1767812676 19.4255726221
22093149 3.1941204108 19.4256838094
22094047 3.1958444216 19.4285521296
22094174 10.6134518037 19.4289580018
22095265 10.5983411709 19.4405372777
22095953 10.5903581742 19.4478289364
22096423 2.5260556713 19.4528064048
22099050 0.8677481806 19.4594423530
22103416 0.6463257837 19.4632309416
22104625 0.6171556747 19.4640123495
22109599 0.5148287963 19.4670820818
22109822 0.4186254771 19.4671968886
22111075 0.4011460992 19.4677214263
22114222 0.4015025811 19.4689838331
22114676 0.4015659190 19.4691661153
22116770 0.5146500804 19.4700069943
22116995 0.6150726595 19.4701227906
22117339 0.7121784405 19.4703343756
22118591 0.7030579328 19.4712260230
22119488 0.7065651494 19.4718566659
22120140 0.7151846435 19.4723173464
22123801 1.4026858154 19.4749356374
22130070 1.4458421405 19.4837290748
22133722 1.4500438935 19.4890092903
22133972 1.4564600007 19.4893718013
22134031 1.4655430814 19.4894577324
22134985 1.4831668693 19.4908558605
22135130 1.4829275243 19.4910709197
22137739 1.5355521553 19.4949398776
22140298 1.5659740536 19.4988693556
22142823 3.5998788834 19.5028234400
22143258 11.7220777569 19.5043893874
22143308 38.5589942190 19.5049754913
22143336 41.3838174142 19.5060551431
22145383 7.5434679287 19.5907678173
22145573 6.8346394128 19.5922010762
22145731 4.1275770440 19.5932809493
22145760 2.1398786054 19.5934006490
22146428 2.1892351369 19.5948300879
22146569 1.4614914747 19.5951387701
22147240 1.3908928316 19.5961194308
22147486 1.2157530015 19.5964615905
22147891 0.8736669100 19.5969539704
22148166 0.6873228834 19.5971942288
22149697 0.6501443358 19.5982465202
22150990 0.6466024211 19.5990871568
22151418 0.6470423280 19.5993639026
22151430 0.6480695334 19.5993716672
22155928 0.6479844729 19.6022866839
22156549 0.6396462706 19.6026890823
22156586 0.6331068560 19.6027127492
22156675 0.6229425222 19.6027690957
22156866 0.6125748275 19.6028880777
22157304 0.6090008566 19.6031563855
22157584 0.6069419810 19.6033269057
22157836 0.6081661097 19.6034798551
22159461 9.8331444838 19.6044681250
22163339 4.0073351000 19.6426010593
22164373 2.2242918317 19.6467446438
22164440 2.0400019849 19.6468936714
22164813 1.1590888970 19.6476545921
22164889 0.7194326140 19.6477426829
22165039 0.6867387889 19.6478505978
22166045 0.7027111500 19.6485414570
22166819 0.7025688685 19.6490853554
22166820 0.7028483227 19.6490860580
22168200 0.7028526874 19.6500559887
22168745 0.7646393793 19.6504390434
22168781 0.8475839493 19.6504665704
22168833 1.0209191087 19.6505106448
22169091 1.3290118208 19.6507740419
22169286 1.6993626849 19.6510331992
22169467 0.7236950357 19.6513407839
22169920 0.7264713187 19.6516686177
22172521 0.7281757171 19.6535581696
22172540 0.7288430381 19.6535720050
22173130 0.7310146469 19.6540020223
22173439 0.7570562697 19.6542279059
22173675 0.8083760139 19.6544065712
22174366 0.8931521698 19.6549651590
22175271 0.9840387694 19.6557734617
22175547 1.0462471241 19.6560450564
22176120 1.7180183972 19.6566445560
22176520 1.5986226301 19.6573317634
22176539 1.5995715495 19.6573621372
22176777 1.0420467578 19.6577428352
22179044 25.6498981587 19.6601051552
22182072 16.0431138932 19.7377730468
22182494 16.0240072876 19.7445432409
22183909 1.4854595943 19.7672172112
22184125 0.4008131629 19.7675380705
22184282 0.3333043784 19.7676009982
22184533 0.3256964994 19.7676846576
22184860 0.3773267401 19.7677911603
22184964 0.6733136105 19.7678304023
22185154 4.0839301713 19.7679583319
22185522 8.1506909190 19.7694612182
22185657 2.2922937247 19.7705615614
22185755 0.8561269921 19.7707862062
22185943 0.5856866402 19.7709471581
22186789 0.5687597441 19.7714426490
22188672 0.5705520355 19.7725136236
22190188 0.5700811508 19.7733785805
22190506 0.5704226353 19.7735598663
22190874 0.5704810056 19.7737697818
22191112 0.5705536345 19.7739055563
22191265 0.5689219028 19.7739928510
22192788 0.5013448378 19.7748593191
22196318 0.4930167473 19.7766290663
22197924 0.5347635488 19.7774208512
22199046 0.6187215935 19.7780208559
22199059 0.7120004152 19.7780288993
22199130 0.7971254695 19.7780794514
22199275 0.8368269050 19.7781950345
22199391 0.8946991461 19.7782921065
22199912 6.3932122575 19.7787582447
22200528 6.5154435284 19.7826964635
22200698 18.6189022547 19.7838040889
22200769 18.6428163611 19.7851260309
22201042 18.9525032239 19.7902155198
22201201 18.9577203173 19.7932289678
22201825 18.9654896445 19.8050585853
22202134 18.9600196449 19.8109189216
22202195 18.9512841905 19.8120754828
22202382 18.9512841905 19.8156193729
22202936 19.2031437002 19.8261183844
22203076 19.2031437002 19.8288068245
22203741 29.9312199574 19.8415769151
22205177 29.9312199574 19.8845581469
22205374 29.9312199574 19.8904545972
22205858 29.9312199574 19.9049413077
22206408 29.8867835776 19.9214034787
22207257 26.1875444116 19.9467773579
22207733 4.6935592931 19.9592426291
22208658 4.1998261652 19.9635841714
22208808 3.7388940805 19.9642141453
22209339 3.6588633851 19.9661994981
22209817 3.6950406849 19.9679484348
22211587 3.7264309277 19.9744886568
22214559 3.7843390683 19.9855636095
22215832 3.7765347153 19.9903810732
22217749 3.8599827377 19.9976206902
22220836 2.6607117985 20.0095364569
22221107 1.8032787873 20.0102575098
22221700 0.9263787077 20.0113268541
22221904 0.5509406419 20.0115158354
22222145 0.4168641304 20.0116486121
22224242 0.8700437168 20.0125227762
22224580 1.0914456525 20.0128168510
22224697 1.2272002558 20.0129445501
22224877 1.2612928338 20.0131654461
22225043 1.3763904473 20.0133748208
22225625 2.1845068107 20.0141758800
22225789 3.0493376669 20.0145341391
22227780 3.9571916350 20.0206053704
22228323 3.8525851863 20.0227541255
22229570 1.8714079631 20.0275582992
22229964 0.7000762932 20.0282956339
22233613 0.6729700026 20.0308502123
22239857 1.0013328258 20.0350522370
22239983 1.3333166105 20.0351784050
22240084 1.4382193173 20.0353130699
22240746 1.6164320951 20.0362651711
22242723 2.1017034140 20.0394608574
22244948 2.1122577114 20.0441371475
22245370 2.1760771926 20.0450285202
22248011 2.2174566999 20.0507755401
22251202 5.7982424590 20.0578514444
22251427 7.5827608029 20.0591560490
22252552 13.9292325801 20.0676866549
22252983 47.8709035185 20.0736901541
22253378 48.3474053197 20.0925991610
22253425 48.3674705949 20.0948714891
22255069 48.3674705949 20.1743876107
22255335 48.3674705949 20.1872533579
22255431 48.3674705949 20.1918966351
22255779 0.3845619131 20.2087285148
22256248 0.3824667242 20.2089088744
22256250 0.3821817117 20.2089096393
22256532 0.3821412032 20.2090174145
22256803 0.3815379684 20.2091209748
22256905 0.3816759380 20.2091598917
22257134 0.3821979538 20.2092472955
22259701 0.3808622103 20.2102283976
22259852 0.3790070559 20.2102859078
22260279 0.3795573082 20.2104477438
22260914 0.3839113979 20.2106887627
22261022 0.3867307446 20.2107302252
22261845 0.4552754023 20.2110485046
22262181 6.4872061178 20.2112014771
22262463 13.7277963572 20.2130308692
22263452 13.7338882000 20.2266076598
22264025 13.7338882000 20.2344771778
22264030 13.7338882000 20.2345458472
22264238 13.7338882000 20.2374024959
22264761 13.7338882000 20.2445853195
22267732 13.7285041290 20.2853887013
22267811 13.7285041290 20.2864732531
22268204 9.8518205275 20.2918685553
22268238 5.2770916931 20.2922035172
22268351 1.3371702357 20.2927998285
22268696 1.3313283811 20.2932611522
22269293 1.3351205579 20.2940559553
22269595 1.3263919716 20.2944591617
22274762 1.3309583884 20.3013126290
22275369 1.5693711548 20.3021205208
22276990 9.6338150761 20.3046644714
22277352 11.3854222326 20.3081519125
22279555 11.3874636385 20.3332339976
22280646 11.1942729867 20.3456577205
22281630 10.7072831958 20.3566728851
22281722 7.5907767137 20.3576579551
22281753 4.8180453184 20.3578932692
22282010 3.9077074319 20.3591315069
22282627 3.1098726511 20.3615425624
22283042 1.9546450887 20.3628331595
22283204 1.4831980367 20.3631498120
22285309 1.4631585648 20.3662719439
22285765 1.4645425456 20.3669391442
22286145 1.4620439222 20.3674956703
22287256 1.4614763914 20.3691200011
22290187 1.9957026339 20.3734035884
22292404 3.0310763478 20.3778280612
22293642 2.6970403983 20.3815805337
22295020 0.9961843521 20.3852970554
22296720 0.6640409622 20.3869905688
22297558 0.4161916804 20.3875470351
22298773 0.4154851547 20.3880527080
22298987 0.4152291791 20.3881416218
22301028 0.4848778710 20.3889891046
22302409 0.4976123231 20.3896587209
22303725 3.0368524201 20.3903135787
22303849 3.4403561388 20.3906901484
22303861 3.8047573222 20.3907314327
22303912 3.8099908441 20.3909254753
22304182 3.7854443898 20.3919541728
22304200 3.7138305776 20.3920223108
22304361 3.6612962352 20.3926202376
22304738 3.6151291822 20.3940005463
22309060 2.1492171576 20.4096251346
22309219 1.7788525654 20.4099668601
22309342 0.2934972108 20.4101856590
22309780 0.1485006838 20.4103142107
22310868 0.1468900732 20.4104757795
22312186 0.1469338201 20.4106693806
22312775 3.5132406258 20.4107559246
22312999 0.2955475622 20.4115428905
22313422 0.1238881498 20.4116679071
22313495 0.1232011760 20.4116769510
22321420 0.1221276388 20.4126533203
22322176 0.1185569545 20.4127456488
22323051 0.1138567362 20.4128493861
22323358 12.3758749764 20.4128843402
22323416 0.0510028791 20.4136021409
22323831 0.0131003865 20.4136233071
22324026 0.0118392465 20.4136258617
22324657 0.0117663754 20.4136333322
22324781 0.0117663754 20.4136347913
22324933 0.0117715312 20.4136365798
22325056 0.0117322114 20.4136380277
22325213 0.0117322114 20.4136398696
22325540 0.0117340618 20.4136437060
22325561 0.0117356529 20.4136439525
22326225 0.0117647881 20.4136517449
22326259 0.0117647881 20.4136521449
22326321 0.0117647881 20.4136528744
22326463 0.0206299901 20.4136545450
22326567 1.0302861303 20.4136566905
22327651 0.0234274365 20.4147735206
22327997 0.0144129221 20.4147816265
22328208 1.2018686353 20.4147846677
22328404 1.6663997940 20.4150202339
22329627 1.2787625061 20.4170582409
22330993 1.2697072258 20.4188050304
22331094 1.2663370488 20.4189332709
22331281 1.2644087713 20.4191700759
22331807 0.6859736582 20.4198351549
22331975 0.2640828058 20.4199503985
22332030 0.0113132542 20.4199649230
22342624 0.0181918048 20.4200847757
22343178 0.0181918048 20.4200948539
22343288 0.0257218955 20.4200968550
22344229 0.0310543358 20.4201210593
22344930 0.0357877760 20.4201428284
22345331 0.0357877760 20.4201571793
22346138 0.0413444046 20.4201860600
22346474 0.0462419337 20.4201999518
22348850 0.0484677673 20.4203098226
22350846 0.0584797796 20.4204065643
22351407 0.0584797796 20.4204393714
22351462 0.0689638307 20.4204425878
22351525 0.0791273330 20.4204469325
22351950 0.0877926973 20.4204805616
22352307 0.0962215726 20.4205119036
22352565 0.1004873431 20.4205367288
22352631 0.1073132285 20.4205433610
22352975 0.1160900369 20.4205802767
22354308 0.1827656067 20.4207350247
22354430 3.1438011097 20.4207573221
22354815 0.2369064285 20.4219676856
22354847 0.2565317685 20.4219752666
22354933 0.2555935753 20.4219973283
22355007 0.2595337813 20.4220162422
22355365 0.2600184529 20.4221091553
22356415 0.2595250954 20.4223821747
22356845 0.2593180213 20.4224937705
22357192 0.2592668444 20.4225837538
22357233 0.2593214108 20.4225943838
22357254 0.2592670213 20.4225998295
22358351 0.2578892466 20.4228842455
22358412 0.2572031436 20.4228999767
22358627 0.2565235733 20.4229552754
22359646 0.2574993580 20.4232166729
22359652 0.2582099697 20.4232182179
22359831 0.2587892048 20.4232644375
22360367 0.2608782021 20.4234031485
22360907 0.2614621831 20.4235440227
22361712 0.2614181145 20.4237544998
